DATA,SURSA_FURNIZOR,SURSA_DEPOZIT,AGENT,DESTINATIE_FURNIZOR,DESTINATIE_DEPOZIT,SURSA_DEPOZIT_JUDET,ROR_COD,OUG5_2015,OUG5_2015_ANEXA4,GRUPA,ARTICOL_NUME,SURSA_CANTITATE,SURSA_GREUTATE,AVIZ_NIR,TRANSPORT_ID,CANTITATE_RECEPTIONATA,GREUTATE_RECEPTIONATA,CANTITATE_B,GREUTATE_B,MOTIV_COLECTARE,MOTIV_COLECTARE_SURSA,NUMAR,PRODUCATOR,SURSA_NUME,SURSA_JUDET,TIP_INTRARE
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2I,5,SDA,Alte echipamente de mici dimensiuni < 50 cm,,,202201,,8,14,,,SLC,,,,Zalau,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,,,202201,,1,51,,,SLC,,,,Zalau,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,,,202201,,3,206,,,SLC,,,,Zalau,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,202201,,3,24,,,SLC,,,,Zalau,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,5F,5,SDA,Alte echipamente de iluminat  ,,,202204,,3,11,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2I,5,SDA,Alte echipamente de mici dimensiuni < 50 cm,,,202204,,9,23,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1P,5,SDA,Alte echipamente de ventilare si climatizare ,,,202204,,1,3,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,,,202204,,3,151,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2A,5,SDA,Aspiratoare,,,202204,,2,14,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3E,6,UC,Calculatoare personale ,,,202204,,1,2,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1K,5,SDA,Cuptoare cu microunde,,,202204,,2,27,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4H,5,SDA,Echipamente de reproducere sunete si imagini < 50 cm,,,202204,,1,3,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3H,6,SDA,Imprimante,,,202204,,5,41,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,,,202204,,1,72,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,,,202204,,2,29,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,202204,,8,155,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B_1,2,ECRANE,Televizoare LCD,,,202204,,1,12,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/27/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3A,6,UC,Unitati centrale de mici dimensiuni <50 cm ,,,202204,,1,8,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,,,202261,,1,68,,,SLC,,,,Dan Alina,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,,,202375,,1,68,,,SLC,,,,Popa Daniel,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,202375,,2,38,,,SLC,,,,Popa Daniel,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3L,6,SDA,Alte echipamente IT,,,202451,,8,15,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2I,5,SDA,Alte echipamente de mici dimensiuni < 50 cm,,,202451,,4,11,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1P,5,SDA,Alte echipamente de ventilare si climatizare ,,,202451,,3,9,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4A,5,SDA,Aparate de radio,,,202451,,4,22,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1M,4,LDA,Aparate electrice de incalzit,,,202451,,1,42,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2A,5,SDA,Aspiratoare,,,202451,,4,19,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3E,6,UC,Calculatoare personale ,,,202451,,1,2,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1K,5,SDA,Cuptoare cu microunde,,,202451,,2,12,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4H,5,SDA,Echipamente de reproducere sunete si imagini < 50 cm,,,202451,,5,17,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3N,6,SDA,Fax,,,202451,,2,6,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3H,6,SDA,Imprimante,,,202451,,4,20,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,,,202451,,5,72,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D_1,2,ECRANE,Monitoare LCD,,,202451,,3,14,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3S,6,GSM,Telefoane mobile,,,202451,,5,0.8,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,202451,,15,321,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B_1,2,ECRANE,Televizoare LCD,,,202451,,1,14,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,6D,5,SDA,Unelte electrice si electronice,,,202451,,3,11,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3A,6,UC,Unitati centrale de mici dimensiuni <50 cm ,,,202451,,2,21,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,5F,5,SDA,Alte echipamente de iluminat  ,,,202477,,4,42,,,INSTITUTII / FIRME,,,,Comuna Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1M,4,LDA,Aparate electrice de incalzit,,,202477,,1,42,,,INSTITUTII / FIRME,,,,Comuna Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3H,6,SDA,Imprimante,,,202477,,3,46,,,INSTITUTII / FIRME,,,,Comuna Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,6D,5,SDA,Unelte electrice si electronice,,,202477,,2,8,,,INSTITUTII / FIRME,,,,Comuna Boghiș,Salaj,intrare initiala
1/28/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3A,6,UC,Unitati centrale de mici dimensiuni <50 cm ,,,202477,,2,11,,,INSTITUTII / FIRME,,,,Comuna Boghiș,Salaj,intrare initiala
1/29/21,SAT AN S.R.L.,SAT AN ZALAU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 23*,1B_1,1,C&F,Aparate frigorifice cu continut pentan,6,276,202523,16014,6,271,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/29/21,SAT AN S.R.L.,SAT AN ZALAU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,4,204,202523,16014,4,185,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/29/21,SAT AN S.R.L.,SAT AN ZALAU,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,1,25,202523,16014,1,31,,,Magazin; ,CASARE,,,,,intrare prin NIR
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3L,6,SDA,Alte echipamente IT,,,202607,,3,4,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1P,5,SDA,Alte echipamente de ventilare si climatizare ,,,202607,,1,6,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4A,5,SDA,Aparate de radio,,,202607,,1,5,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,2A,5,SDA,Aspiratoare,,,202607,,3,17,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1K,5,SDA,Cuptoare cu microunde,,,202607,,1,10,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3M,4,LDA,Fotocopiatoare >50 cm ,,,202607,,1,45,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3H,6,SDA,Imprimante,,,202607,,1,5,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,,,202607,,2,28,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D_1,2,ECRANE,Monitoare LCD,,,202607,,2,8,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,202607,,1,16,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3A,6,UC,Unitati centrale de mici dimensiuni <50 cm ,,,202607,,24,160,,,PATRULA DE RECICLARE,,,,LICEUL TEHNOLOGIC CSEREY-GOGA,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,3L,6,SDA,Alte echipamente IT,,,202609,,5,5,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4A,5,SDA,Aparate de radio,,,202609,,3,15,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,4H,5,SDA,Echipamente de reproducere sunete si imagini < 50 cm,,,202609,,2,2,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 36,1E,4,LDA,Masini de spalat ,,,202609,,1,72,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,3D,2,ECRANE,Monitoare CRT,,,202609,,1,27,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
1/29/21,,,,SISTEM LOCAL DE COLECTARE - CENTRU S.R.L. ,Centru Colectare Zalau,Salaj,20 01 35*,4B,2,ECRANE,Televizoare CRT,,,202609,,8,146,,,MINICARAVANA,,,,Boghiș,Salaj,intrare initiala
